Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
প্রকৃতির সকল উপাদান মিলেমিশে কোনটি তৈরি করে?,Social,1,1,পরিবেশ,সমাজ,পরিবার,অঞ্চল,A
পারিবারিকভাবে প্রবীণদের নিরাপত্তা প্রদান কোন ধরনের ঐতিহ্য?,Social,1,1,ধর্মীয়,সামাজিক,অর্থনৈতিক,রাজনৈতিক,B
কারা সামাজিক সমস্যা বিশ্লেষণ করে এর সমাধানের নকশা প্রণয়ন করেন?,Social,1,1,শিক্ষকরা,ব্যবসায়ীরা,রাজনীতিবিদরা,সমাজকর্মীরা,D
মানুষের সমাজজীবনের মূলবিষয় কী?,Social,1,1,পরিবার গঠন,বিবাহ;,একতা,মিথষ্ক্রিয়া;,D
কাদের সুবিধা ও অধিকার নিয়ে কাজ করে শিল্প সমাজকর্ম?,Social,2,2,কর্মীদের,মালিকদের,মালিক-কর্মী উভয়ের,উচ্চপদস্থ কর্মীদের,A
দেশের সম্পদ ও সম্ভাবনা কাজে লাগিয়ে সার্বিক আর্থসামাজিক সমৃদ্ধি ও বিকাশ সাধনকে কী বলে?,Social,2,2,অর্থনৈতিক উন্নয়ন,অর্থনৈতিক সমৃদ্ধি,অর্থনীতির দিকনির্দেশনা,অর্থনৈতিক প্রবৃদ্ধি,A
মধ্যযুগে বাংলার হিন্দু সমাজে কয়টি বর্ণ বিদ্যমান ছিল?;,Social,2,2,5,4,3,2,B
কত সালে পরীক্ষামূলকভাবে ঢাকা মেডিকেল কলেজ হাসপাতালে চিকিৎসা সমাজকর্ম চালু করা হয়?,Social,2,2,1951,1953,1955,1957,C
Elements of Social Welfare’ গ্রন্থটির রচয়িতা কে?,Social,2,2,Prof Dr. Md. Ali Akbar,Dr. Charles P Emerson,Mary Richmond,Dr. Richard C Cabot,A
নারীরা ইভটিজিং-এর শিকার হন কেন?;,Social,2,2,সু-শিক্ষার অভাবে,সামাজিক স্থিতিশীলতার অভাবে,সংস্কৃতির প্রভাবে,নগরায়ণের প্রভাবে,A
নৈতিকতার বীজ পরিবার থেকেই শিশুর আচরণে বিকশিত হয়। এখানে পরিবারের কোন বৈশিষ্ট্য পরিলক্ষিত হয়?,Social,2,2,পারিবারিক মূল্যবোধ,পারিবারিক ন্যায়নীতি,পারিবারিক আচার-ব্যবহার,পারিবারিক শিক্ষা,A
বর্তমানে গ্রাম ও শহরে পরিবারের মধ্যে আত্মকেন্দ্রিক মনোভাব বৃদ্ধির মূল কারণ কী?,Social,2,2,একক পরিবারের বৃদ্ধি,আর্থিক অবস্থর উন্নতি,নয়াবাস পরিবারের বৃদ্ধি,পিতৃতান্ত্রিক পরিবারের আধিক্য,C
বিয়ের পর থেকে মনসুর আলী তার স্ত্রীর পিত্রালয়ে বসবাস করছে। এই পরিবারটি হচ্ছে-,Social,2,2,মাতৃতান্ত্রিক পরিবার,পিতৃতান্ত্রিক পরিবার,মাতৃবাস পরিবার,পিতৃবাস পরিবার,C
বাংলাদেশের শিল্পায়নের গতি বাড়াতে কোনটি ঘোষণা করা প্রয়োজন?,Social,2,2,আধুনিক শিল্পনীতি,মুক্ত কর অবকাশ,বেসরকারি বিনিয়োগ,সরকারি বিনিয়োগ,A
"মানুষের জন্ম।,কর্মময় জীবন এবং শেষ পরিনতি পরিবারেই সম্পন্ন হয়। এখানে পরিবারের কোন বৈশিষ্ট্য ফুটে উঠেছে?",Social,2,2,পারিবারিক রীতিনীতি,পারিবারিক বন্ধন,জীবনের ধারা,জীবনের পরিনতি,B
সামাজিক বিশৃঙ্খলার চরম রূপকে কী বলা হয়?,Social,2,2,সামাজিক নৈরাজ্য,সামাজিক বিশৃঙ্খলা,সামাজিক ভাঙন,সামাজিক অসংগতি,A
মানসিক রোগীদের সমাজে বসবাসের উপযোগী করে তোলার জন্য কীসের ব্যবস্থা করা হয়?,Social,2,2,পরিকল্পনার,গবেষণার,কাউন্সেলিংয়ের,প্রশিক্ষণের,C
লিংকন তার মায়ের পরিচয়ে পরিচিত। লিংকনের পরিবারটির সাথে মিল রয়েছে কোনটার?,Social,2,2,মারমাদের পরিবার,মুরংদের পরিবার,গারোদের পরিবার,সাঁওতালদের পরিবার,C
কোন দুর্যোগের ফলে মানুষ সামাজিক মর্যাদা হারায়?,Social,2,2,ভূমিকম্প,বন্যা,নদীভাঙন,খরা,C
আমাদের প্রতিবেশী পরিবারের নিরক্ষর শিশুর জন্য আমাদের কর্তব্য কী?;,Social,2,2,অর্থ দিয়ে সাহায্য করা,শিক্ষার সুযোগ করে দেওয়া,শিক্ষার সুফল সম্পর্কে জানানো,জোর করে স্কুলে পাঠানো,B
মানবজীবনের কোন অবস্থাকে এক অযাচিত অথচ অবশ্যম্ভাবী ও অলঙ্ঘনীয় দিক হিসেবে অভিহিত করা হয়?,Social,2,2,দারিদ্র্য অবস্থাকে,শৈশবকালকে,প্রবীণ অবস্থাকে,যৌবন কালকে,C
বর্ধিত পরিবারের প্রথা কোথায় রয়েছে?,Social,2,2,ভারতে,তিব্বতে;,চীনে,আফ্রিকায়,C
কোথায় বাংলাদেশের অধিকাংশ মানুষের সামাজিকীকরণ ঘটে?,Social,2,2,শহুরে পরিবেশে,গ্রামীণ পরিবেশে,পাহাড়ি পরিবেশে,অর্থনৈতিক পরিবেশে,B
গ্রাম ও শহরের পরিবার কাঠামোতে পরিবর্তন হয়েছে কেন?,Social,2,2,পরিবার পরিবর্তনের কারণে,স্থান পরিবর্তনের কারণে,সামাজিক পরিবর্তনের কারণে,নগরায়নের কারণে,C
সমাজের ক্ষুদ্রতম সামাজিক সংগঠন কোনটি?,Social,3,3,সংঘ,সম্প্রদায়,পরিবার,দল,C
কানাডায় বর্তমানে অনেক নৃতাত্ত্বিক জাতিগোষ্ঠীর বসবাস। কিন্তু আদিবাসীরাই একমাত্র বংশপরম্পরায় কানাডাতে বসবাস করছে। কানাডা জাতির ক্ষেত্রে প্রযোজ্য তথ্য - i. বহু বংশজাত জনসমষ্টি; ii. ভৌগোলিক ঐক্য; iii. ইংরেজ ভাষাভাষী জনগোষ্ঠী; নিচের কোনটি সঠিক?,Social,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
"ভূমিকম্পের পর সচেতন ব্যক্তির করণীয়- i. পানি, গ্যাসের লাইন পরীক্ষা করা ii. প্রাথমিক চিকিৎসা দেওয়া iii. লুটতরাজ থেকে সাবধান থাকা নিচের কোনটি সঠিক?",Social,3,3,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",D
ক্লিনিক্যাল সমাজকর্মের আবির্ভাবের যৌক্তিকতা কোনটি?,Social,3,3,রোগীর চিকিৎসা নিশ্চিত করা,রোগীকে অর্থনৈতিকভাবে সহায়তা করা,রোগীর পরিবারকে সহায়তা করা,চিকিৎসা সমাজকর্মকে আরও মজবুত করা,D
শিল্পায়নের ফলে আমাদের সমাজে উদ্ভব হয়েছে- i. নিম্নবিত্ত শ্রেণির ii. উচ্চবিত্ত শ্রেণির iii. মধ্যবিত্ত শ্রেণির নিচের কোনটি সঠিক?,Social,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
এদেশের মানুষের অপুষ্টির কারণ-; i. দারিদ্র্য ii. বেকারত্ব iii. প্রশিক্ষণ নিচের কোনটি সঠিক?,Social,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
নিজের গোত্রের বাইরে বিয়ে করে গঠিত পরিবার কোনটি?,Social,3,3,অন্তর্গোত্রে বিবাহভিত্তিক,বহির্গোত্র বিবাহভিত্তিক,বহুপতি,নয়াবাস,B
"বিশ্ব অলিম্পিকে A দেশের দৌড়বিদ মি. 'ক' বিগত বছরের মত এবারও ১০০ মিটার দৌড়ে স্বর্ণ জয়ের ধারা অব্যাহত রেখেছে। আশির দশকে তার দাদাও স্বর্ণ জয় করেছিল। এবার তার পাশাপাশি তার সহযোগীও সাফল্যের ধারা রক্ষা করেছে। গবেষণা ফলাফলে দেখা যায় যে, তাদের সাফল্যের পিছনে খাদ্যাভ্যাস, জলবায়ু, দক্ষতা ও অনুশীলন গুরুত্বপূর্ণ ভূমিকা রেখেছে। উদ্দীপকে গবেষণা ফলাফল যে উপাদানের প্রভাবকে নির্দেশ করেছে তা হলো- i. ভৌগোলিক ii. জৈবিক iii. সাংস্কৃতিক নিচের কোনটি সঠিক?",Social,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
“পরিবেশ বলতে স্থান ও কালের কোনো নির্দিষ্ট বিন্দুতে মানুষকে ঘিরে থাকা সকল অবস্থার যোগফল বোঝায়”- উক্তিটি কে বলেছেন?,Social,3,3,কার্ল রিটার,পার্ক,ডাডলি স্ট্যাম্প,রিচার্ড হার্ডশোন,B
সমাজকর্মের কোন শাখাটি মানসিক স্বাস্থ্যকেন্দ্রের সাথে প্রত্যক্ষভাবে সংশ্লিষ্ট?,Social,3,3,বিদ্যালয় সমাজকর্ম,শিল্প সমাজকর্ম,ক্লিনিক্যাল সমাজকর্ম,সাইক্রিয়াট্রিক সমাজকর্ম,D
কোন অঞ্চল মানব সভ্যতা বিকাশে বেশি উপযোগী?,Social,3,3,পাহাড়ী অঞ্চল,উষ্ণ অঞ্চল,নাতিশীতোষ্ণ অঞ্চল,শীতল অঞ্চল,C
পরিবার একটি স্থানীয় সামাজিক প্রতিষ্ঠান- i. স্নেহ-মায়া-মমতার ii. সম্প্রীতি ও সহযোগিতার iii. যা স্বল্পস্থায়ী নিচের কোনটি সঠিক?,Social,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
Arthur George Tansley কত সালে ইকোসিস্টেম শব্দটি ব্যবহার করেন?,Social,3,3,1937,1939,1942,1935,D
;খাদ্যে ভেজালের কারণ— i. অধিক মুনাফার লোভ ii. যথার্থ শিক্ষার অভাব iii. নৈতিকতা ও মনুষ্যত্ববোধের অভাব,Social,4,4,i ও ii,i ও iii,i ও iii,"i, ii ও iii",D
বর্তমানে মানুষ বসতি বানাচ্ছে i. খালবিল ভরাট করে ii. বনজঙ্গল কেটে iii. পাহাড়ি ভূমিতে নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
দুর্যোগের ঝুঁকি হ্রাস সম্ভব- i. দুর্যোগবহুল এলাকায় বাস না করা ii. পূর্ব সতর্কীকরণের দ্বারা iii. জনসচেতনতা বৃদ্ধি করে নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",C
পরিবারের মধ্যে ঘটে- i. সন্তান প্রতিপালন ii. মূল্যবোধ গঠন iii. অধিকার সচেতনতা সৃষ্টি; নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
বাংলাদেশে জনসংখ্যা বৃদ্ধির কারণ হলো- i. নারী শিক্ষার প্রসার ii. জীবনযাত্রার নিম্নমান iii. বাল্যবিবাহ নিচের কোনটি সঠিক?,Social,4,4,i ও  ii,ii ও  iii,i ও  iii,"i, ii ও  iii",B
শহরের সৌন্দর্য বৃদ্ধি করে- i. পার্ক ii. প্রাকৃতিক লেক iii. প্রশস্ত রাজপথ  নিচের কোনটি সঠিক?,Social,4,4,iii,i,"i, ii ও iii",ii,C
কারিমা খাতুন এসএসসি পরীক্ষায় গোল্ডেন 'এ' প্লাস পাওয়ায় সরকার থেকে তাকে বৃত্তি দেওয়া হয়েছে। সরকারের এ কাজের উদ্দেশ্য হল- i. মানবসম্পদ তৈরি করা ii. অর্থসামাজিক উন্নয়নের চালক শক্তি বৃদ্ধি করা iii. কর্মসংস্থান সৃষ্টি করা,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
বাংলাদেশের নারী ;শিক্ষায় সাম্প্রতিক পরিবর্তনের কারণ হলো- i. বিনামূল্যে পাঠ্যপুস্তক বিতরণ ii. মাধ্যমিক স্তর পর্যন্ত অবৈতনিক ;শিক্ষা iii. উপবৃত্তি কার্যক্রমের প্রভাব নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
"জাতি মুক্তিযোদ্ধাদের শ্রদ্ধা করবে, কেননা - i. তাঁরা আমাদের সূর্যসন্তান ii. মৃত্যুকে তুচ্ছজ্ঞান করে তাঁরা যুদ্ধ করেছেন iii. দেশের স্বাধীনতা অর্জনে তাঁদের অবদান সবচেয়ে বেশি নিচের কোনটি সঠিক?",Social,4,4,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",D
উন্নত সাংস্কৃতিক পরিবেশে মানুষের- i. মানবিক গুণাবলি বিকশিত হয় ii. আচার-আচরণ উন্নত হয় iii. মনের প্রসারতা বাড়ে নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",B
আমাদের দেশের বাবা-মায়েরা তাড়াতাড়ি ছেলেমেয়ের বিবাহ দেয়। এর কারণ হলো-; i. সংসারের অভাব-অনটন ii. তাদের দ্বারা সামাজিক অপরাধ হওয়ার ভয় iii. সমাজের চোখে হেয়প্রতিপন্ন হওয়ার ভয় নিচের কোনটি সঠিক?,Social,4,4,i ও ;ii,i ও ;iii,ii ও ;iii,"i, ii ও iii",C
বাংলাদেশে হাসপাতাল সমাজসেবা কর্মসূচি বাস্তবায়ন করা হয়— i. সমাজকল্যাণ মন্ত্রণালয়ের অধীনে ii. নারী ও শিশু কল্যাণ মন্ত্রণালয়ের অধীনে iii. বিভিন্ন সেবামূলক প্রতিষ্ঠানের মাধ্যমে নিচের কোনটি সঠিক?,Social,4,4,i ও ;ii,i ও ;iii,ii ও ;iii,"i, ii ও iii",B
সমাজে বিভিন্ন ধরনের পরিবার রয়েছে। পরিবারের এই ভিন্নতা হয়- i. অঞ্চলভেদে ii. সমাজভেদে iii. দেশভেদে নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",C
বর্তমানে যৌথ পরিবার কমে যাওয়ার কারণ- i. . শিল্পায়ন ও নগরায়ন; ii. ভোগবাদী মানসিকতা; iii. ক্ষুদ্র ঋণদান কর্মসূচির অসুবিধা; নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
একজন শিল্প সমাজকর্মী সমাজকর্মের তাত্ত্বিক জ্ঞানের পাশাপাশি অর্জন করেন-; i. শ্রম আইন সম্পর্কিত জ্ঞান ii. কারখানা ব্যবস্থাপনা সংক্রান্ত জ্ঞান; iii. মানসিক স্বাস্থ্য সম্পর্কিত জ্ঞান নিচের কোনটি সঠিক?,Social,4,4,i ও ;ii,i ও ;iii,ii ও ;iii,"i, ii ও iii",A
বিদ্যালয়ে সমাজকর্মের উদ্দেশ্য হচ্ছে- i. শিক্ষার্থীদের উচ্চ শিক্ষা নিশ্চিত করা ii. শিক্ষার্থীদের শিক্ষাপ্রতিষ্ঠানের পরিবেশের সাথে খাপ খাওয়ানো iii. শিক্ষার্থীদের লেখাপড়ার মানোন্নয়ন সাধন করা; নিচের কোনটি সঠিক?,Social,4,4,i ও ;ii,i ও ;iii,ii ও ;iii,"i, ii ও iii",D
হযরত মুহাম্মদ (স.)-এর ঘোষণায় যাকাতের মাধ্যমে বজায় থাকে – i. সামাজিক প্রগতি ii. সামাজিক সমন্বয় iii. সামাজিক সংহতি নিচের কোনটি সঠিক?,Social,4,4,i ও  ii,i ও  iii,ii ও  iii,"i, ii ও iii",C
নাজমুল যমুনা নদীর তীরে বসবাস করে। সে ঢাকা বিশ্ববিদ্যালয়ের জহুরুল হক হলের আবাসিক ছাত্র। প্রতিবছর সে আন্তঃহল ক্রীড়া প্রতিযোগিতায় সাঁতারে প্রথম হয়। উক্ত উপাদানটি প্রভাব বিস্তার করে- i. সভ্যতা বিকাশের ক্ষেত্রে ii. পেশা নির্ধারণের ক্ষেত্রে iii. বুদ্ধিবৃত্তি বিকাশের ক্ষেত্রে নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
মানুষের জীবন-জীবিকায় পরিবর্তন আনে- i. দীর্ঘস্থায়ী বন্যা ii. নদনদীর ভাঙন iii. প্রযুক্তি নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
আমাদের জন্য অপরিহার্য দ্রব্য হল- i.অন্ন iiবস্ত্র iiবাসস্থান নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
বাংলাদেশে খাসিয়া ও গারোদের পরিবার কেমন?,Social,1,1,মাতৃসূত্রীয় পরিবার;,পিতৃসূত্রীয় পরিবার,পিতৃপ্রধান পরিবার,মাতৃবাস পরিবার,A
পরিবার একটি বিশ্বজনীন প্রতিষ্ঠান।' বাক্যটি দ্বারা কী বুঝানো হয়েছে?,Social,2,2,পরিবার হতে সমাজের সৃষ্টি হয়েছে,পরিবারের মাধ্যমে বিশ্ব সৃষ্টি হয়েছে,পরিবার হতে গোষ্ঠীর সৃষ্টি হয়েছে,বিশ্বের সকল সমাজেই পরিবার স্বীকৃত,D
সনাতন সমাজকল্যাণ ব্যবস্থার মূল চালিকাশক্তি কোনটি?,Social,1,1,ধর্ম ও নৈতিক শিক্ষা,ধর্ম ও মানবতাবোধ,পরোপকারিতা ও সহযোগিতা,শান্তি ও জনকল্যাণমুখিতা,B
আমাদের প্রতিবেশী পরিবারের নিরক্ষর শিশুর জন্য আমাদের কর্তব্য কী?;,Social,2,2,অর্থ দিয়ে সাহায্য করা,শিক্ষার সুযোগ করে দেওয়া,শিক্ষার সুফল সম্পর্কে জানানো,জোর করে স্কুলে পাঠানো,B
মোঃ জাকির হোসেন একজন স্কুল শিক্ষক। তিনি স্থানীয় কিছু যুবকদের সংগঠিত করে গ্রামের অব্যবহৃত কয়েকটি জলাশয় পরিষ্কার পরিচ্ছন্ন করে মাছ ও বৃক্ষরোপণ করেছেন। ফলে গ্রামীণ যুবকদের কর্মসংস্থান হয়েছে। উক্ত প্রত্যয়ের মাধ্যমে যুবকেরা- i. সংগঠিত হয় ii. নেতৃত্বের বিকাশ হয় iii. ব্যক্তিত্বের সংঘাত সৃষ্টি হয় নিচের কোনটি সঠিক?,Social,4,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
কোনটি নারীকে কর্মমুখী করেছে?;,Social,1,2,কর্মসংস্থান;,নারীশিক্ষা,বাল্য বিবাহরোধ,মূল্যবোধ;,B
;খাদ্যে ভেজালের কারণ— i. অধিক মুনাফার লোভ ii. যথার্থ শিক্ষার অভাব iii. নৈতিকতা ও মনুষ্যত্ববোধের অভাব,Social,4,4,i ও ii,i ও iii,i ও iii,"i, ii ও iii",D
বাংলাদেশে জনসংখ্যা বৃদ্ধির কারণ হলো- i. নারী শিক্ষার প্রসার ii. জীবনযাত্রার নিম্নমান iii. বাল্যবিবাহ নিচের কোনটি সঠিক?,Social,4,4,i ও  ii,ii ও  iii,i ও  iii,"i, ii ও  iii",B
জৈবিক বিচণীভবন সংঘটিত হয়- i. উদ্ভিদের দ্বারা ii. জীবজন্তুর দ্বারা iii. মানুষের দ্বারা নিচের কোনটি সঠিক?,Social,1,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
কমিউনিটি ক্লিনিকসমূহে প্রদান করা হয়-; i. পরিবার কল্যাণ সেবা ii. পুষ্টি সেবা iii. স্বাস্থ্যসেবা নিচের কোনটি সঠিক?,Social,3,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
দেশের সম্পদ ও সম্ভাবনা কাজে লাগিয়ে সার্বিক আর্থসামাজিক সমৃদ্ধি ও বিকাশ সাধনকে কী বলে?,Social,2,2,অর্থনৈতিক উন্নয়ন,অর্থনৈতিক সমৃদ্ধি,অর্থনীতির দিকনির্দেশনা,অর্থনৈতিক প্রবৃদ্ধি,A
দুর্যোগের ঝুঁকি হ্রাস সম্ভব- i. দুর্যোগবহুল এলাকায় বাস না করা ii. পূর্ব সতর্কীকরণের দ্বারা iii. জনসচেতনতা বৃদ্ধি করে নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",C
২০১১ সালের আদমশুমারী অনুযায়ী বাংলাদেশের সাক্ষরতার হার-,Social,2,3,43.70%,49.70%,51.80%,59.80%,B
বর্তমান পৃথিবীতে সংগঠিত উন্নয়নের ধরণ হলো -,Social,1,3,ভারসাম্যপূর্ণ,সুশৃঙ্খল,সামঞ্জস্যপূর্ণ,ভারসাম্যহীন,D
শিক্ষা কোন ধরনের প্রক্রিয়া?,Social,1,1,সামাজিক;,রাজনৈতিক;,গতিহীন,বিরামহীন,D
গ্রামে কোন ধরনের পরিবার দেখা যায়?;,Social,1,1,একপত্নী,বহুপত্নী,একক,যৌথ,D
আমাদের জন্য অপরিহার্য দ্রব্য হল- i.অন্ন iiবস্ত্র iiবাসস্থান নিচের কোনটি সঠিক?,Social,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
শাসন বিভাগের অপর নাম কী?,Politics,1,1,প্রশাসনিক বিভাগ,প্রধান বিভাগ,নির্বাহী বিভাগ,আন্তঃপ্রধান বিভাগ,C
সরকার কত কিলোমিটার দীর্ঘ এলিভেটেড এক্সপ্রেস নির্মাণের উদ্যোগ নিয়েছে?,Politics,1,1,26,30,35,46,A
বাংলাদেশ জাতিসংঘের কততম সদস্য?,Politics,1,1,138,136,135,140,B
স্থানীয় প্রশাসনের মূল কাজ কোনটি?;,Politics,1,1,স্থানীয় প্রশাসনের বৃদ্ধি,স্থানীয় পর্যায়ে জবাবদিহিতা নিশ্চিত করা,কেন্দ্রীয় সরকারের নির্দেশ বাস্তবায়ন,দেশের শান্তি-শৃঙ্খলা রক্ষা করা,C
সংবিধানকে কী বলা হয়?,Politics,1,1,রাষ্ট্রের সম্পত্তি,জনগণের বিষয়,কাল্পনিক কাহিনী,রাষ্ট্রের দর্পণ,D
কোনটি ব্যতীত স্বাধীনতা কল্পনা করা যায় না?,Politics,1,1,গণতন্ত্র,সাম্য,জনগণ,আইন,B
বাংলাদেশে কোন ধরনের সংবিধান বিদ্যমান?;,Politics,1,1,লিখিত,অলিখিত,চুক্তির ভিত্তিতে রচিত,বিপ্লবের মাধ্যমে রচিত,A
সংবিধানের কত অনুচ্ছেদ অনুসারে বাংলাদেশ কর্মকমিশন গঠিত হয়েছে?,Politics,1,1,137,127,131,121,A
পরিবার-পরিকল্পনা মন্ত্রণালয়কে অধিক হারে কী নিয়োগ করতে হবে?;,Politics,1,1,মাঠকর্মী,চিকিৎসক,নার্স,বুদ্ধিজীবী,A
কোনটি সমাজতান্ত্রিক রাষ্ট্র?,Politics,1,1,বাংলাদেশ,ব্রিটেন,ভারত,কিউবা,D
পৌর এলাকায় কিসের অনুমোদিত পরিকল্পনা অনুযায়ী দালানকোঠা নির্মাণ করতে হয়?,Politics,1,1,জেলা পরিষদের,উপজেলা পরিষদের,পৌরসভার,ইউনিয়ন পরিষদের,C
রাষ্ট্রপতি সংসদ অহ্বান করলেও সংবিধান লঙ্ঘন ও গুরুতর অপরাধের কারণে সংসদ রাষ্ট্রপতিকে অপসারণ করতে পারে। এক্ষেত্রে কোনটি পরিলক্ষিত হয়?,Politics,1,1,আইন বিভাগের উপর শাসন বিভাগের ক্ষমতা,শাসন বিভাগের উপর আইন বিভাগের ক্ষমতা,আইন বিভাগের উপর বিচার বিভাগের ক্ষমতা,আইন বিভাগের উপর বিচার বিভাগের ক্ষমতা,B
সংসদীয় সরকার ব্যবস্থায় কোন পদটি নিয়মতান্ত্রিক?;,Politics,1,1,প্রধানমন্ত্রী;,রাষ্ট্রপতি,প্রধান বিচারপতি,স্পিকার,B
আমেরিকা যুক্তরাষ্ট্রের রাষ্ট্রপতি নির্বাচন কোন ধরনের নির্বাচন?,Politics,1,1,প্রত্যক্ষ,সরাসরি,পরোক্ষ,উত্তম,C
সরকারের প্রধান লক্ষ্য কী?,Politics,1,1,কঠোর অনুশাসন,জনকল্যাণ সুনিশ্চিত,নৈতিকতা,বিদ্রোহ দমন,B
ভোট প্রদান কোন ধরনের অধিকার?,Politics,1,1,সামাজিক,রাজনৈতিক,অর্থনৈতিক,নৈতিক,B
কোনটি নাগরিকের বড় গুণ?,Politics,1,1,সচেতনতা,অসচেতনতা,কর্তব্যহীনতা,দুর্নীতিগ্রস্থ,A
রাষ্ট্র কীভাবে তার মূল কার্য সম্পন্ন করে?,Politics,1,1,সমাজের মাধ্যমে,সরকারের মাধ্যমে,জনগণের মাধ্যমে,মন্ত্রণালয়ের মাধ্যমে,B
খসড়া সংবিধান প্রণয়ন কমিটির একমাত্র মহিলা সদস্য কে ছিলেন?,Politics,1,1,রাজিয়া বানু,আনোয়ারা বেগম,নুরজাহান মোরশেদ,বদরুন্নেসা আহমেদ,A
বাংলাদেশে সর্বমোট কতটি ইউনিয়ন পরিষদ রয়েছে?,Politics,1,1,"৪,৪৬৮টি","৪,৪৬৬টি","৪,৪৬৪টি","৪,৪৬২টি",B
বাংলাদেশের জাতীয় সংসদে নির্বাচন অনুষ্ঠানের দায়িত্ব কার?,Politics,2,2,সরকারের,নির্বাচন কমিশনের,রাজনৈতিক দলের,তত্ত্বাবধায়ক সরকারের,B
রাজনৈতিক শিক্ষা বলতে বোঝায়--,Politics,2,2,জনগণের রাজনৈতিক সচেতনতা,জনগণের রাজনৈতিক সচেতনতা,নেতৃত্বের সচেতনতার শিক্ষা,ঐক্যবদ্ধ হওয়ার শিক্ষা,A
পৃথিবীর বিভিন্ন দেশের সরকারব্যবস্থায় কয়টি বিভাগ রয়েছে?;,Politics,2,2,3,4,5,7,A
গণতান্ত্রিক শাসন ব্যবস্থায় কোনটির ভূমিকা বেশি গুরুত্বপুর্ণ?,Politics,2,2,চাপসৃষ্টিকারী গোষ্ঠী,রাজনৈতিক দল,উপদল,কুচক্রী দল,B
গণতান্ত্রিক শাসনব্যবস্থায় কীভাবে রাষ্ট্রের শাসনভার গ্রহণ ও রাজনৈতিক কর্তৃত্ব প্রতিষ্ঠা করা হয়?,Politics,2,2,জনমত গঠনের মাধ্যমে,দলীয় আদর্শ প্রচারের মাধ্যমে,ভোটাধিকার প্রয়োগের মাধ্যমে,বৈধ ও নিয়মমাফিক নির্বাচনের মাধ্যমে,D
কেন্দ্রীয় প্রশাসনের নির্দেশনা উপজেলা প্রশাসনে কোন প্রশাসনের মাধ্যম হয়ে আসে?,Politics,2,2,যোগাযোগ মন্ত্রণালয়,জেলা প্রশাসন,বিভাগীয় প্রশাসন,পৌর প্রশাসন,B
"বন্যা, খরা, ঘূর্ণিঝড় ইত্যাদি দুর্যোগ মোকাবিলায় সরকারকে কোন ব্যয় করতে হয়?",Politics,2,2,স্বাস্থ্য ও পরিবার কল্যাণ,সমাজকল্যাণমূলক,অপ্রত্যাশিত,অন্যান্য খাতভুক্ত,C
পাকিস্তানের প্রশাসনিক ক্ষেত্রে মূল চালিকাশক্তি ছিল কারা?,Politics,2,2,সেনাবাহিনী,সামরিক কর্মকর্তাগণ,পুলিশবাহিনী,সিভিল সার্ভিস কর্মকর্তাগণ,B
ক্ষমতার বৈধতা' বলতে কী বুঝায়?,Politics,2,2,নির্দিষ্ট কর্মপদ্ধতির নিয়মকানুন,সাংবিধানিক উপায়ে ক্ষমতা হস্তান্তর,প্রশিক্ষণ দ্বারা কর্মীর দক্ষতা বৃদ্ধি,প্রতিষ্ঠানে ব্যক্তি বিশেষকে সুবিধা প্রদান,B
ক্ষমতা বণ্টন নীতির ভিত্তিতে রাষ্ট্রকে কয়ভাগে ভাগ করা হয়?,Politics,2,2,2,3,4,5,A
