Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
সপ্তদশ শতাব্দীর শেষভাগে ইংরেজ বণিকদের মানদন্ড রাজদন্ডে পরিণত হওয়ার প্রথম প্রয়াস দেখা যায়। এর পশ্চাতে যে কারণগুলো ছিল তা হলো- i. বাংলায় মুঘল শাসকবর্গের দুর্বলতা ii. মালাগার উপকূলে দস্যুদের নাশকতামূলক কার্যকলাপ iii. জেনারেল আয়ারকুটের ভারত আগমনে ইংরেজ সেনাবাহিনীর শক্তি বৃদ্ধি; নিচের কোনটি সঠিক?,History,3,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
তথ্য অধিকার আইন নিশ্চিত করে — i. প্রশাসনের দায়িত্বশীলতা ii. বিভিন্ন প্রতিষ্ঠানের দায়িত্বশীলতা iii. দুর্নীতির হার বৃদ্ধি নিচের কোনটি সঠিক?,Law,2,3,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",A
প্রতিটি জোয়ারভাটার স্থিতিকাল হলো-,Geography,3,3,৮ ঘন্টা,৫ ঘন্টা,৬ ঘন্টা,৪ ঘন্টা,C
"নবীন স্যার শ্রেণিকক্ষে এমন একজন নেতার কথা বললেন, যিনি স্বাধীন বঙ্গদেশের বিরোধিতা করেন। তিনি কার কথা বলেছেন?;",History,4,2,শরৎ বসু,সুভাষ চন্দ্র বসু,কিরণ শঙ্কর রায়,শ্যামাপ্রসাদ মুখার্জী,D
"বায়ুপ্রবাহ, জলস্রোত, বৃষ্টিপাত এবং অন্যান্য কারণে ভূমির উপরিভাগ ক্ষয় হলে তাকে কী বলে?",Geography,3,1,ভূমিক্ষয়,ভূমিকম্প,ভূমিধস,কোনোটিই নয়,A
কোনো নির্দিষ্ট সময়ে নির্দিষ্ট দামে বিক্রেতা কোনো দ্রব্যের যে পরিমাণ বিক্রি করতে ইচ্ছুক তাকে কী বলে?,Economics,3,1,যোগান,চাহিদা,মজুদ,উৎপাদন,A
রাজনৈতিক শিক্ষা বলতে বোঝায়--,Politics,2,2,জনগণের রাজনৈতিক সচেতনতা,জনগণের রাজনৈতিক সচেতনতা,নেতৃত্বের সচেতনতার শিক্ষা,ঐক্যবদ্ধ হওয়ার শিক্ষা,A
GNI এর পূর্ণরূপ কী?,Economics,2,1,Gross National Invest,Gross Net Income,Gross National Income,Gross New Income,C
যাকাত ধনীদের ওপর ফরজ কেন?,Social,1,2,সামাজিক বাধ্যবাধকতার জন্য,সম্পদে গরিবদের অধিকার আছে বলে,সম্পদ পবিত্র করার জন্য,সম্পদের সুষম বণ্টনের জন্য,B
বিশ্বের বিভিন্ন জনপদে জাতীয়তাবাদের উন্মেষ ঘটতে থাকে- i. ইউরোপে শিল্প বিপ্লবের পর ii. নবজাগরণের ফলে iii. সুপ্রাচীনকালে নিচের কোনটি সঠিক?,Politics,4,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
সুন্দরবনের পশ্চিমে কোন নদী?,Geography,2,1,বুড়িশ্বর,রায়মঙ্গল,দুধমুখো,পশুর,B
১৯৪৬ সালের প্রাদেশিক নির্বাচনের ফলাফল বিশ্লেষণে বলা যায়- i. সরকার গঠনে কংগ্রেস প্রাধান্য লাভ করে ii. মুসলিম লীগ মুসলিম আসনে প্রাধান্য বিস্তার করে iii. নির্বাচনে দ্বিদলীয় প্রাধান্য দেখা যায় নিচের কোনটি সঠিক?,History,2,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
জাতীয় সংসদে মহিলাদের জন্য সংরক্ষিত আসনের সংখ্যা কত?,Politics,2,4,30,40,45,50,D
সামষ্টিকভাবে মানুষের কীসের শেষ নেই?,Social,2,3,সুখের,সম্পদের,অভাবের,অর্থের,C
যুদ্ধাপরাধীদের বিচারের জন্য প্রয়োজনীয় আইন সংবিধানের কত তম সংশোধন?,Law,2,3,তৃতীয়,পঞ্চম,সপ্তম,প্রথম,D
কোন দ্রব্যের ক্ষেত্রে চাহিদা বিধি কার্যকর নয়?,Economics,2,1,গিফেন দ্রব্য,স্বাভাবিক দ্রব্য,নিত্যপ্রয়োজনীয় দ্রব্য,অস্বাভাবিক দ্রব্য,A
সমভূমি অঞ্চলের নদী উপত্যকা- i. প্রশস্থ হয় ii. গভীর হয় iii. সংকীর্ণ হয় নিচের কোনটি সঠিক?,Geography,4,3,i,ii,iii,"i, ii ও iii",A
বাংলাদেশের কোন অঞ্চলে ম্যানগ্রোভ বনাঞ অবস্থিত?,Geography,1,4,পাহাড়ি,দোয়াব,সোপান,উপকূল,D
নারীরা ইভটিজিং-এর শিকার হন কেন?;,Social,2,2,সু-শিক্ষার অভাবে,সামাজিক স্থিতিশীলতার অভাবে,সংস্কৃতির প্রভাবে,নগরায়ণের প্রভাবে,A
তথ্য হচ্ছে-; i. কোনো প্রতিষ্ঠানের গঠন কাঠামো; ii. কোনো;প্রতিষ্ঠানের হিসাব বিবরণী; iii. কোনো প্রতিষ্ঠানের তথ্য-উপাত্ত নিচের কোনটি সঠিক?,MISC,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
আমেরিকার কংগ্রেসের নিম্নকক্ষের নাম কী?,Politics,1,4,লর্ড সভা,কমন্সসভা,প্রতিনিধি সভা,সিনেট,C
কুরআনের আয়াতে যাকাত প্রাপকদেরকে কয় শ্রেণিতে ভাগ করা হয়েছে?,Social,2,3,পাঁচ,ছয়,সাত,আট,D
আজমল সাহেব এলাকার মসজিদের সভাপতি হিসেবে দায়িত্ব পালন করছেন। অন্যদিকে মেঘনাথ বাবু একই এলাকায় একটি মন্দির পরিচালনা করেন। উভয়ের পরিচারিত প্রতিষ্ঠানগুলো কী ধরণের প্রতিষ্ঠান?,Social,4,2,আন্তর্জাতিক প্রতিষ্ঠান,সামাজিক প্রতিষ্ঠান,রাজনৈতিক প্রতিষ্ঠান;,অর্থনৈতিক প্রতিষ্ঠান,B
পাত-সঞ্চালন মতবাদ প্রদান করেন কে?,Geography,1,2,রিচার্ড হার্টশোন,ইরাটসথেনিস,লি পিনচন,ডাললি স্ট্যাম্প,C
উৎপাদনের জীবন্ত উপাদান কোনটি?,Economics,3,1,শ্রম,সংগঠন,ভূমি,উপকরণ,A
মন্ত্রিপরিষদে টেকনোক্র্যাট মন্ত্রীর সংখ্যা সর্বোচ্চ কত শতাংশ হয়ে থাকে?,Politics,2,1,এক-পঞ্চমাংশ,এক-ষষ্ঠাংশ,এক-সপ্তমাংশ,এক-দশমাংশ,D
জনাব মুক্তাদির হাসান তাঁর ল্যাবে লেমিনার এয়ার ফ্রো ক্যাবিনেট নামক একটি বিশেষ ধরনের টেবিল টিস্যু কালচার করে আলুর জীবাণুমুক্ত চারাগাছ উৎপাদন করে। লেমিনার এয়ার ফ্রো কেবিনেট কোন ধরনের মূলধন?,MISC,5,2,ভাসমান,নিমজ্জিত,চলতি,জাতীয়,B
তমালের বাবা-মা দুজনেই শিক্ষক। পরিবারের সকলে টেলিভিশনের এক প্রতিবেদনে মাদকাসক্তির কুফল সম্পর্কে জানতে পেরেছে। তাই মাদক গ্রহণ না করার ব্যাপারে দৃঢ় অঙ্গীকারবদ্ধ এবং এ বিষয়ে বন্ধুদেরকে উৎসাহিত করে। অনুচ্ছেদে সামাজিক নিয়ন্ত্রণের কীরূপ বাহনের ইঙ্গিত রয়েছে?,Social,5,2,পরিবার,শিক্ষা,সঙ্গী সাধী,গণমাধ্যম,D
ভারতবাসীর নিকট ক্ষমতা হস্তান্তরের দায়-দায়িত্ব কার ওপর অর্পণ করা হয়?,History,1,1,গভর্নর জেনারেল,ব্রিটিশ পার্লামেন্ট,ভারত সচিব,ভারতীয় পার্লামেন্ট,B
বর্ণবাদ বিরোধী আন্দোলনে মার্টিন লুথার কিং কাকে আদর্শ হিসেবে গ্রহণ করেছিলেন?,History,2,1,মহাত্মা গান্ধীকে,প্রেসিডেন্ট কেনেডিকে,আব্রাহাম লিংকনকে,যীশুকে,A
(W ÷ P) সূত্রটি নির্দেশ করে?,Economics,2,2,প্রকৃত মজুরি,নিট মজুরি,নিবর্তনমূলক মজুরি,মোট মজুরি,A
অনুৎপাদনশীল ঋণ কোনটি?,Economics,2,1,সেবা খাত ঋণ,যুদ্ধের জন্য ঋণ,কৃষি ঋণ,শিল্প ঋণ,B
অনেক সময় প্রবীণরা কোন কারণে সমস্যার সৃষ্টি করে?,Social,2,2,বেশি জানার কারণে,মূল্যবোধের কারণে,কম জানার কারণে,না জানার কারণে,B
শিল্প সমাজকর্মী হলেন একজন-; i. প্রশাসক ii. পরামর্শক iii. উপদেষ্টা নিচের কোনটি সঠিক?,Economics,3,4,i ও ;ii,i ও ;iii,ii ও ;iii,"i, ii ও iii",C
স্ট্রাটোস্ফিয়ারের ঊর্ধ্বসীমাকে কী বলা হয়?,Geography,1,5,ট্রপোপজ,মেসোপজ,ট্রপোসীমা,স্ট্রাটোসীমা,D
মন্ত্রণালয়ে ‘মুখ্য হিসাব নিরীক্ষক’ কে?,Economics,3,1,মন্ত্রী,প্রতিমন্ত্রী,উপমন্ত্রী,সচিব,D
নিয়মতান্ত্রিক রাজতন্ত্রে রাজা বা রানি ক্ষমতাপ্রাপ্ত হন—,Politics,3,2,জনগণের ভোটে,উত্তরাধিকার সূত্রে,পরোক্ষ নির্বাচনে,প্রশাসনিক সূত্রে,B
সমুদ্রগামী জাহাজ চলাচল কোন ধরনের শিল্পের উদাহরণ-,Economics,2,1,সংরক্ষিত শিল্প,নিয়ন্ত্রিত শিল্প,সৃজনশীল শিল্প,অগ্রাধিকার শিল্প,B
খনিতে নিযুক্ত শ্রমিকের মজুরি কেমন হয়?,Economics,2,2,কম,বেশি,কোনটিই নয়,সমান,B
বিচার বিভাগের দক্ষতাই সরকারের শাসন ক্ষমতার দক্ষতা ও যোগ্যতার মানদন্ড'- উক্তিটি কার?,Law,2,1,অধ্যাপক লাস্কি,জন স্টুয়ার্ট মিল,লর্ড ব্রাইস,অধ্যাপক গার্নার,C
মোট পরিবর্তনীয় ব্যয় এর সূত্র কোনটি?,Economics,2,2,AVC x PQ,P x Q,AVC x Q,AVC x P,C
নিচের কোনটি চলতি মূলধনের উদাহরণ?,Economics,1,1,কারখানা ও যন্ত্রপাতি,কারখানা ও দালান,ভূমি ও দালান,পাট ও তুলা,D
নেতৃত্বের ক্ষেত্রে কোনটি বিদ্যমান থাকলে সুশাসন প্রতিষ্ঠা সহজ হয়?,Politics,1,3,নেতৃত্বের বৈধতা,নেতৃত্বের সংযমতা,দূরদৃষ্টিসম্পন্ন নেতৃত্ব,দুর্বল নেতৃত্ব,A
কোনটি জাতীয়তাবাদের উপাদান নয়?,Politics,1,1,বংশগত ঐক্য,ভৌগোলিক ঐক্য,সৌহার্দ্যমূলক সম্পর্ক,মানবিক ঐক্য,C
সংবিধানের দ্বাদশ সংশোধনীর মূল বিষয়বস্তু হলো-,Politics,1,3,গণভোট,ন্যায়পাল প্রতিষ্ঠা,উপজেলা পরিষদ বিল,সংসদীয় পদ্ধতির সরকার,D
একটি উন্মুক্ত অর্থনীতিতে সামগ্রিক আয়ের সমীকরণ কোনটি?,Economics,2,5,C + I + G + (M-X),C + I,C + I + G + (X-M),C + I + G,C
হিটলার তাঁর আত্মজীবনী ’Mein Kampf' কত সালে রচনা করেন?,History,2,2,১৯০৯ সালে,১৯১৫ সালে,১৯১৬ সালে,১৯২৪ সালে,D
প্রধানমন্ত্রী ও রাষ্ট্রপতি কোন বিভাগের অন্তর্ভুক্ত?,Politics,2,1,আইন বিভাগ,শাসন বিভাগ,বিচার বিভাগ,গণ বিভাগ,B
সুন্দরবন এলাকায় জলদস্যুদের আস্তানা বেশি হওয়ার কারণ-,MISC,2,2,বিদ্যমান সামাজিক পরিবেশ,বংশানুক্রমে ঐ এলাকার লোকজন জলদস্যু,বিদ্যমান ভৌগোলিক পরিবেশ,অর্থনৈতিক সংকট,C
প্লেটের গতির কারণ- i. পরিচলন স্রোত ii. ধাক্কা পদ্ধতি iii. আকর্ষণ পদ্ধতি নিচের কোনটি সঠিক?,Geography,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
কোপেন পৃথিবীর জলবায়ুকে সর্বমোট কত শ্রেণিতে বিভক্ত করেন?,Geography,3,2,14,13,16,15,C
১৯৪৬ সালের নির্বাচনের পর কার নেতৃত্বে বাংলার মন্ত্রিসভা গঠিত হয়?;,History,2,2,শেরে বাংলা এ. কে. ফজলুর হক,হোসেন শহীদ সোহরাওয়ার্দী,আবুল হাশেম,চিত্তরঞ্জন,B
জহির উপকরণ সমূহ সংগ্রহ ও কারবার পরিচালনা পদ্ধতি নির্ধারণ করে। জহিরের মধ্যে কার মিল খুঁজে পাওয়া যায়?,Economics,3,1,উদ্যোক্তার,শিল্পপতির,মহাজনের,শ্রমিকের,A
বায়ুমণ্ডলে নাইট্রোজেন গ্যাসের পরিমাণ কত?,MISC,1,2,81.08%,78.08%,80.08%,79.08%,B
মোট আয় ও মোট ব্যয় সমান হলে তাকে কি বলে?,Economics,2,5,সর্বোচ্চ মুনাফা,স্বাভাবিক মুনাফা,নিট মুনাফা,মোট মুনাফা,B
কৃষকেরা স্বেচ্ছায় পরস্পরের জমি একত্রিত করে যে খামার গড়ে তোলে তাকে বলে-,MISC,3,3,ব্যক্তিগত খামার,ক্ষুদ্রায়তন খামার,সমবায় খামার,যৌথ খামার,C
মুক্তিযুদ্ধের সময় মুক্তিবাহিনীর প্রধান সেনানায়ক কে ছিলেন?,History,3,1,আতাউল গনি ওসমানী,মেজর জিয়াউর রহমান,মেজর শফিউল্লাহ,মেজর খালেদ মোশাররফ,A
কোনো দেশের ভূমি ও মূলধনকে কী বলে?,Economics,1,2,অবস্তুগত সম্পদ,বস্তুগত সম্পদ,ব্যক্তিগত সম্পদ,পারিবারিক সম্পদ,B
প্রজাতন্ত্রের কর্মচারীদের আইনের দ্বারা এক বা একাধিক কর্মকমিশন গঠন করার কথা বলা হয়- i. নিয়োগ পদ্ধতি নির্ধারণের জন্যে ii. পদোন্নতি নির্ধারণের জন্যে iii. বদলি সংক্রান্ত বিষয় নির্ধারণের জন্যে,Politics,4,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
সুশাসনের মানদন্ড কোনটি?,Politics,2,1,জনগণের সম্মতি ও সন্তুষ্টি,জনস্বার্থ,সম্মতি,সন্তুষ্টি,A
সুশাসনের মূল চাবিকাঠি কোনটি?,Politics,2,1,জবাবদিহিতা,বিরুদ্ধাচারণ,নাগরিক ক্ষমতায়ন,রাজনৈতিক ক্ষমতায়ন,A
"""Democracy is a government of the people, by the people and for the people.""-উক্তিটি কার?",Politics,3,2,এরিস্টটলের,আব্রাহাম লিংকনের,লর্ড ব্রাইসের,অধ্যাপক গার্নারের,B
কোন ধরনের মুদ্রার নিজস্ব কোন মূল্য নেই?,Economics,1,2,কাগজী মুদ্রা,ঐচ্ছিক মুদ্রা,প্রামাণিক মুদ্রা,প্রতীক মুদ্রা,A
"করিম ও রহিম একই প্রতিষ্ঠানে কর্মরত। করিম ১০০০০ টাকা বেতন ছাড়া সন্তানের শিক্ষা সহায়ক ভাতা, টেলিফোন বিল ও গাড়ি ভাড়া বাবদ মাসিক ৫০০০ টাকা পেয়ে থাকে। রহিম বেতন বাবদ  মাসিক ১২০০০ টাকা পেলেও অন্যান্য সুবিধা পায় না।  করিমের আর্থিক মজুরি কত?",Economics,4,3,10000,15000,20000,5000,A
বাঁশের কেল্লার সাথে পরিচিত নেতা কে?,History,1,3,স্যার সলিমুল্লাহ্,নওয়াব আব্দুল লতিফ,শহিদ তিতুমীর,সৈয়দ আহমেদ,C
কোন বৃহৎ শক্তি মুক্তিযুদ্ধের বিরোধিতা করে?,History,1,1,আমেরিকা,সোভিয়েত ইউনিয়ন,ফ্রান্স,ভারত,A
কোনটি নাগরিকের বড় গুণ?,Politics,1,1,সচেতনতা,অসচেতনতা,কর্তব্যহীনতা,দুর্নীতিগ্রস্থ,A
RAPPORT কাদের মধ্যে গড়ে উঠে?,Social,1,2,সমাজকর্মী ও সাহায্যাথীর বন্ধুর,সমাজকর্মী ও সাহায্যাথীর মাঝে,সমাজকর্মী ও চিকিৎসকের মধ্যে,সমাজকর্মী ও সাহায্যাথীর পরিবারের সদস্য,B
১৯৪৭ সালের কত তারিখে ব্রিটিশ প্রধানমন্ত্রী ভারতীয়দের কাছে এদেশের ক্ষমতা হস্তাস্তরের ঘোষণা দিয়েছিলেন?,History,2,1,২০ জানুয়ারি,১০ ফেব্রুয়ারি,১৫ ফেব্রুয়ারি,২০ ফেব্রুয়ারি,D
কোনটি উৎপাদনের জীবন্ত উপকরণ?,Economics,1,2,মূলধন,শ্রম,সংগঠন,ভূমি,B
"দামস্তর যখন এমন স্তরে বৃদ্ধি পায় যে অর্থ প্রায় মূল্যহীন হয়ে পড়ে, এ অবস্থাকে কী বলে?",Economics,3,2,ধাবমান মুদ্রাস্ফীতি,দ্রুততর মুদ্রাস্ফীতি,মৃদু মুদ্রাস্ফীতি,পদসঞ্চারী মুদ্রাস্ফীতি,A
শিল্পশ্রমিক কোন ধরনের শ্রমবাজারের অন্তভূক্ত?,Economics,1,1,পেশা ভিত্তিক,সময় ভিত্তিক,কর্মভিত্তিক,অঞ্চলভিত্তিক,A
বাংলাদেশের মুদ্রাস্ফীতি নিয়ন্ত্রণে কয়টি নীতির মাধ্যমে পদক্ষেপ নেওয়া যায়?,Economics,2,2,2,3,4,5,B
"বিশ্ব অর্থনীতিতে বাংলাদেশ গুরুত্বপূর্ণ, কারণ এর-",Economics,1,3,আয়তন,ভৌগোলিক অবস্থান,জনসংখ্যা,ব্যবসা-বাণিজ্য,B
অধিকারের প্রথম রূপ কী?;,Politics,1,1,আইনগত অধিকার,নৈতিক অধিকার,রাজনৈতিক অধিকার,ব্যক্তিগত অধিকার,B
‘আমি সব সময় অখণ্ড বাংলা ও বৃহৎ বাংলার পক্ষপাতি’- উক্তিটি কে করেছিলেন?;,History,2,2,হোসেন শহীদ সোহরাওয়ার্দী,চিত্তরঞ্জন দাস,কিরণ শংকর রায়,শরৎচন্দ্র বসু,A
C = a + by একটি স্বল্পকালিন ভোগ অপেক্ষক- i. a = স্বপ্নভোগ ii. b = MPC iii. y = দ্বারা আয় বুঝায়; নিচের কোনটি সঠিক?,Economics,2,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
তিতুমীর ইংরেজদের বিরুদ্ধে আন্দোলন করে শহিদ হন। তাঁর আন্দোলনের মূলধারা কী ছিল?,History,1,2,হিন্দুদের দমন করা,ইসলাম প্রতিষ্ঠা করা,স্বাধিকার আন্দোলনের মাধ্যমে শান্তি প্রতিষ্ঠা করা,অর্থ উপার্জন করা,C
দ্বাদশ সংশোধন আইনে কোন পদের বিলুপ্তি ঘটে?,Politics,2,3,রাষ্ট্রপতির,উপমন্ত্রীর,উপ-রাষ্ট্রপতির,প্রতিমন্ত্রীর,C
আবহাওয়ার কত দিনের গড় অবস্থাকে জলবায়ু বলে? ,Geography,1,1,১৫ থেকে ২৫ বছরের,২০ থেকে ৩০ বছরের,৩০ থেকে ৪০ বছরের,১০ থেকে ২০ বছরের,C
রিখটার স্কেলে ভূমিকম্পের তীব্রতা মাপা যায় কত পর্যন্ত?,Geography,1,2,১ থেকে ৯,১ থেকে ১০,১ থেকে ৮,১ থেকে ১২,B
বাংলাদেশের মোট কাঠের প্রায় ৬০% কোন বনাঞ্চলে পাওয়া যায়?,Geography,2,3,রংপুর ও দিনাজপুর বনাঞ্চলে,মধুপুর ও ভাওয়ালের বনভূমি অঞ্চলে,রাঙামাটি ও বান্দরবান অঞ্চলে,গরান বা স্রোতজ বৃক্ষের বনভূমি অঞ্চলে,D
"C = f(Q), এখানে C উৎপাদন ব্যয়,  Q উৎপাদনের পরিমাণ, অপেক্ষকটি কী প্রকাশ করছে?",Economics,3,2,মাত্রাগত উৎপাদন,ব্যয় অপেক্ষক,উৎপাদনের পরিমাণ,উৎপাদন অপেক্ষক,B
"চিকিৎসা সমাজসেবার কার্যক্রমের মাধ্যমে– i. রোগীদের মানসিক শক্তি বৃদ্ধি করা হয়। ii. অসহায়, দুস্থ ও দরিদ্র রোগীর চিকিৎসা ব্যয়ের ব্যবস্থা করা হয়। iii. রোগীকে চিকিৎসা সেবা প্রদান করে নিচের কোনটি সঠিক?",Social,4,3,i ও ;ii,i ও ;iii,ii ও ;iii,"i, ii ও iii",A
১৯৭৪ সালে বাংলাদেশ ও ভারতের মধ্যে যে সীমান্ত নিয়ে চুক্তি সম্পাদিত হয়-; i. হিলি-বেরুবাড়ী ii. সিলেটসিলেট-ত্রিপুরা iii. ফেনী নদী সীমান্ত,History,4,4,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",D
"বাংলাদেশ সংবিধানে সংবিধানের প্রাধান্য অক্ষুণ্ণ রাখা এবং ইহার রক্ষণ, সমর্থন ও নিরাপত্তাবিধান নাগরিকের কি ধরনের কর্তব্য বলে উল্লেখ করা হয়েছে?",Politics,3,1,অন্যতম কর্তব্য,পবিত্র কর্তব্য,অবশ্য কর্তব্য,নিয়মিত কর্তব্য,B
কেন্দ্রীয় প্রশাসনের নির্দেশনা উপজেলা প্রশাসনে কোন প্রশাসনের মাধ্যম হয়ে আসে?,Politics,2,2,যোগাযোগ মন্ত্রণালয়,জেলা প্রশাসন,বিভাগীয় প্রশাসন,পৌর প্রশাসন,B
মোহামেডান লিটারেরি সোসাইটি'র সদস্য সংখ্যা কতজন ছিল?,History,2,1,দুই শতাধিক,চার শতাধিক,পাঁচ শতাধিক,সাত শতাধিক,C
জাতিসংঘের কোন প্রতিষ্ঠান সুশাসনের সংজ্ঞা প্রদান করে?,Politics,1,1,UNESCO,UNICEF,UNDP,UNHCR,C
ক্রিপস মিশন ব্যর্থতায় পর্যবসিত হয় কেন?,History,3,2,কংগ্রেস প্রতাখ্যান করায়,মুসলিম লীগ গ্রহণ করায়,ব্রিটিশরা প্রত্যাখ্যান করায়,রানির অনুমোদন না পাওয়ায়,A
ভূমধ্যসাগরীয় জলবায়ু অঞ্চলে সর্বাধিক বৃষ্টিপাত হয় কোন মাসে?,Geography,2,1,ফেব্রুয়ারি,জুন,জানুয়ারি,জুলাই,C
’জাতি হলো একই বংশোদ্ভূত জনসমষ্টি যাদের মধ্যে ভৌগোলিক ঐক্য বিদ্যমা ‘ উক্তিটি করেছেন—;,Politics,2,2,বার্জেস,লর্ড ব্রাইস,লিকক,ফাইনার,A
মানবজীবনের কোন অবস্থাকে এক অযাচিত অথচ অবশ্যম্ভাবী ও অলঙ্ঘনীয় দিক হিসেবে অভিহিত করা হয়?,Social,2,2,দারিদ্র্য অবস্থাকে,শৈশবকালকে,প্রবীণ অবস্থাকে,যৌবন কালকে,C
প্রত্যয়ন বায়ু প্রবাহিত এলাকায় সমুদ্রস্রোত প্রবাহিত হয়-,Geography,1,1,পূর্ব হতে পশ্চিমে,পশ্চিম হতে পূর্বে,উত্তর হতে দক্ষিণে,পূর্ব হতে দক্ষিণে,B
সংস্কার অর্থ হচ্ছে i. সংশোধন  ii. পরিবর্তন iii. স্থিতিশীল নিচের কোনটি সঠিক?,MISC,4,4,i ও  ii,i ও  iii,ii ও  iii,"i, ii ও iii",D
সাইকিয়াট্রিক সমাজকর্মের মূল লক্ষ্য কী?,Social,4,2,শ্রমিকদের জীবনমান উন্নত করা,প্রবীণদের কল্যাণ সাধন করা,শিশুশ্রম রোধ করা,মানসিক ক্ষতিগ্রস্থদের সেবা প্রদান করা,D
ফরায়েজি আন্দোলনের উদ্দেশ্য ছিল— ; i. কুসংস্কার দূর করা ii. মুসলমানদের ধর্মমুখী করা iii. শাসকদের অত্যাচারের প্রতিবাদ করা নিচের কোনটি সঠিক?,History,4,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",D
প্রকৃতি প্রদত্ত সম্পদের যোগান-,Economics,1,2,অপরিপূর্ণ,অসীম,সীমাবদ্ধ,ব্যয়বহুল,C
পূর্ণপ্রতিযোগিতামূলক বাজারে- i. AR = MR ii. P = AR = MR iii. MR > P নিচের কোনটি সঠিক?,Economics,5,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
"রহিম সাহেবের মাসিক বেতন ২০১০০ টাকা বৃদ্ধি পেয়ে ৪৬৯৭০ টাকা হয়, এবং ভোগের জন্য তার মাসিক খরচ ১৫০০০ টাকা থেকে বৃদ্ধি পেয়ে ২০০০০ টাকা হয়। তার বর্তমান সঞ্চয়ের পরিমাণ কত?",Economics,5,2,26000,26970,20000,26870,B
"“ও আমার দেশের মাটি, তোমার পরে ঠেকাই মাথা” উক্ত বন্দনায় কী প্রকাশ পেয়েছে?",MISC,1,1,দেশপ্রেম,জাতীয়তা,স্বাধীনতা,জনমত,A
সমুদ্র তলদেশে ভূমিকম্প সংঘটিত হলে তাকে কী বলে?,Geography,1,2,ভূআলোড়ন,সুনামি,অগ্ন্যুৎপাত,ভূমিকম্প,B
আবাদযোগ্য জমিকে বলে-,MISC,1,1,কৃষিজোত,কৃষিখামার,জীবন নির্বাহী খামার,বাণিজ্যিক খামার,A
আধুনিক সমাজকল্যাণের অন্যতম গুরুত্বপূর্ণ লক্ষ্য কোনটি?,Social,2,1,মৌল মানবিক চাহিদা পূরণ,কর্মসংস্থানের সুযোগ বৃদ্ধি,গণতান্ত্রিক মূল্যবোধ সৃষ্টি,আত্মনিয়ন্ত্রণের অধিকার দান,A
বর্তমান মিয়ানমার সেনাবাহিনীর মতো পাকিস্তানি সেনাবাহিনীও বাংলার জনগণের ওপর আক্রমণ করে। উভয় বাহিনীর কর্মকাণ্ডের সাথে মিল আছে- i. গণহত্যা ii. পাশবিক নারী নির্যাতন iii. ভ্রাতৃত্ববোধ সৃষ্টি নিচের কোনটি সঠিক?,History,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
”সার্থক জনম আমার জন্মেছি এই দেশে। সার্থক জনম মা'গো তোমায় ভালোবেসে।” উক্ত বন্দনায় কী প্রকাশ পেয়েছে?,MISC,1,1,দেশপ্রেম,জাতীয়তা,স্বাধীনতা,জনমত,A
নেতার কর্মদক্ষতা নির্ভর করে কীসের ওপর?,Politics,2,1,দূরদর্শিতা,শিক্ষা,সুস্থতা,নিরপেক্ষতা,A
"বেসিন, কোচিন, ‍দিউ বাণিজ্য কুঠিগুলো কাদের ছিল?",Economics,2,2,ডাচ,ওলন্দাজ,পর্তুগিজ,ইংরেজ,C
একটি মূল স্রোত থেকে আরেকটি স্রোতের সৃষ্টি কী কারণে হয়?,Geography,2,1,সমুদ্রের লবনাক্ততা,বাষ্পীভবনের তারতম্য,বায়ু চাপ,ভূভাগের অবস্থান,D
TCB-এর কাজ কী?,Economics,1,1,খাদ্যের ভেজাল প্রতিরোধ করা,তামাক নিয়ন্ত্রণ করা,পরিবহন ব্যবস্থা নিয়ন্ত্রণ করা,ন্যায্যমূল্যে পণ্য বিক্রয় করা,D
‘বিধবা বিবাহ প্রবর্তন আমার জীবনের প্রধান সৎকর্ম'— উক্তিটি কার?,History,1,2,ঈশ্বরচন্দ্র বিদ্যাসাগর,রাজা রামমোহন রায়,স্বামী বিবেকানন্দ,বঙ্কিমচন্দ্র চট্টোপাধ্যায়,A
"""মনোপলি"" শব্দটর বাংলা পরিভাষা কি?",Economics,1,3,নিম্নমুখী,একরেখা,একচেটিয়া,একমুখী,C
দুটি পাত স্থানচ্যুত হলে তাদের সীমান্তে ভূপৃষ্ঠের চাপ কেমন হয়?,Geography,1,1,কমতে কিংবা বাড়তে পারে,অপরিবর্তিত থাকে,কমে যায়,বেড়ে যায়,C
